"table_schema","table_name","ordinal_position","column_name","data_type","udt_name","is_nullable","column_default","constraint_type","foreign_table_schema","foreign_table_name","foreign_column_name"
"public","auth_user_user_permissions",2,"user_id","integer","int4","NO",NULL,"FK","public","auth_user","id"
"public","auth_user_user_permissions",2,"user_id","integer","int4","NO",NULL,"","public","auth_user_user_permissions","permission_id"
"public","auth_user_user_permissions",2,"user_id","integer","int4","NO",NULL,"","public","auth_user_user_permissions","user_id"
"public","auth_user_user_permissions",3,"permission_id","integer","int4","NO",NULL,"","public","auth_user_user_permissions","user_id"
"public","auth_user_user_permissions",3,"permission_id","integer","int4","NO",NULL,"","public","auth_user_user_permissions","permission_id"
"public","auth_user_user_permissions",3,"permission_id","integer","int4","NO",NULL,"FK","public","auth_permission","id"
"public","django_admin_log",1,"id","integer","int4","NO",NULL,"PK","public","django_admin_log","id"
"public","django_admin_log",2,"action_time","timestamp with time zone","timestamptz","NO",NULL,"",NULL,NULL,NULL
"public","django_admin_log",3,"object_id","text","text","YES",NULL,"",NULL,NULL,NULL
"public","django_admin_log",4,"object_repr","character varying","varchar","NO",NULL,"",NULL,NULL,NULL
"public","django_admin_log",5,"action_flag","smallint","int2","NO",NULL,"",NULL,NULL,NULL
"public","django_admin_log",6,"change_message","text","text","NO",NULL,"",NULL,NULL,NULL
"public","django_admin_log",7,"content_type_id","integer","int4","YES",NULL,"FK","public","django_content_type","id"
"public","django_admin_log",8,"user_id","integer","int4","NO",NULL,"FK","public","auth_user","id"
"public","django_content_type",1,"id","integer","int4","NO",NULL,"PK","public","django_content_type","id"
"public","django_content_type",3,"app_label","character varying","varchar","NO",NULL,"","public","django_content_type","model"
"public","django_content_type",3,"app_label","character varying","varchar","NO",NULL,"","public","django_content_type","app_label"
"public","django_content_type",4,"model","character varying","varchar","NO",NULL,"","public","django_content_type","app_label"
"public","django_content_type",4,"model","character varying","varchar","NO",NULL,"","public","django_content_type","model"
"public","django_migrations",1,"id","bigint","int8","NO",NULL,"PK","public","django_migrations","id"
"public","django_migrations",2,"app","character varying","varchar","NO",NULL,"",NULL,NULL,NULL
"public","django_migrations",3,"name","character varying","varchar","NO",NULL,"",NULL,NULL,NULL
"public","django_migrations",4,"applied","timestamp with time zone","timestamptz","NO",NULL,"",NULL,NULL,NULL
"public","django_session",1,"session_key","character varying","varchar","NO",NULL,"PK","public","django_session","session_key"
"public","django_session",2,"session_data","text","text","NO",NULL,"",NULL,NULL,NULL
"public","django_session",3,"expire_date","timestamp with time zone","timestamptz","NO",NULL,"",NULL,NULL,NULL
